timestamp,ETH_close,BTC_close
2025-09-19 00:00:00,4608.0,117432.7
2025-09-19 01:00:00,4609.18,117281.5
2025-09-19 02:00:00,4590.13,117176.3
2025-09-19 03:00:00,4550.23,117021.6
2025-09-19 04:00:00,4559.58,117026.8
2025-09-19 05:00:00,4543.61,116946.8
2025-09-19 06:00:00,4524.84,116787.4
2025-09-19 07:00:00,4541.63,116997.7
2025-09-19 08:00:00,4535.7,116972.7
2025-09-19 09:00:00,4522.97,116556.0
2025-09-19 10:00:00,4532.72,116575.0
2025-09-19 11:00:00,4518.12,116428.2
2025-09-19 12:00:00,4519.85,116195.0
2025-09-19 13:00:00,4530.01,116381.1
2025-09-19 14:00:00,4497.59,115915.3
2025-09-19 15:00:00,4476.19,115939.1
2025-09-19 16:00:00,4483.37,116150.0
2025-09-19 17:00:00,4461.06,115650.1
2025-09-19 18:00:00,4450.93,115463.2
2025-09-19 19:00:00,4442.88,115187.3
2025-09-19 20:00:00,4461.1,115359.7
2025-09-19 21:00:00,4473.07,115510.2
2025-09-19 22:00:00,4470.76,115698.9
2025-09-19 23:00:00,4471.11,115677.2
2025-09-20 00:00:00,4477.24,115700.0
2025-09-20 01:00:00,4469.69,115739.4
2025-09-20 02:00:00,4468.7,115561.3
2025-09-20 03:00:00,4467.96,115549.9
2025-09-20 04:00:00,4475.32,115613.1
2025-09-20 05:00:00,4481.26,115773.8
2025-09-20 06:00:00,4477.04,115772.0
2025-09-20 07:00:00,4484.05,115999.9
2025-09-20 08:00:00,4469.14,115782.0
2025-09-20 09:00:00,4467.47,115725.0
2025-09-20 10:00:00,4465.62,115788.4
2025-09-20 11:00:00,4472.87,115936.2
2025-09-20 12:00:00,4465.46,115921.0
2025-09-20 13:00:00,4470.19,115973.5
2025-09-20 14:00:00,4489.22,116085.9
2025-09-20 15:00:00,4499.6,116034.2
2025-09-20 16:00:00,4504.26,116081.8
2025-09-20 17:00:00,4486.35,115873.7
2025-09-20 18:00:00,4478.76,115788.0
2025-09-20 19:00:00,4480.0,115777.6
2025-09-20 20:00:00,4486.21,115827.6
2025-09-20 21:00:00,4492.31,115871.8
2025-09-20 22:00:00,4495.0,115844.2
2025-09-20 23:00:00,4481.59,115739.1
2025-09-21 00:00:00,4489.34,115720.0
2025-09-21 01:00:00,4483.43,115622.2
2025-09-21 02:00:00,4482.16,115720.0
2025-09-21 03:00:00,4479.16,115712.6
2025-09-21 04:00:00,4473.45,115569.9
2025-09-21 05:00:00,4479.75,115675.0
2025-09-21 06:00:00,4487.87,115825.8
2025-09-21 07:00:00,4480.52,115849.9
2025-09-21 08:00:00,4469.8,115662.5
2025-09-21 09:00:00,4468.07,115700.0
2025-09-21 10:00:00,4460.54,115590.0
2025-09-21 11:00:00,4462.86,115662.9
2025-09-21 12:00:00,4471.08,115783.7
2025-09-21 13:00:00,4476.16,115700.3
2025-09-21 14:00:00,4475.12,115615.1
2025-09-21 15:00:00,4486.17,115600.0
2025-09-21 16:00:00,4478.35,115375.9
2025-09-21 17:00:00,4495.61,115600.1
2025-09-21 18:00:00,4497.96,115593.1
2025-09-21 19:00:00,4496.99,115518.2
2025-09-21 20:00:00,4481.01,115437.4
2025-09-21 21:00:00,4474.47,115411.8
2025-09-21 22:00:00,4467.27,115541.0
2025-09-21 23:00:00,4447.0,115298.9
2025-09-22 00:00:00,4340.01,114543.7
2025-09-22 01:00:00,4330.29,114332.8
2025-09-22 02:00:00,4291.84,114315.8
2025-09-22 03:00:00,4306.0,114683.1
2025-09-22 04:00:00,4293.01,114475.5
2025-09-22 05:00:00,4231.84,113770.0
2025-09-22 06:00:00,4195.0,112906.7
2025-09-22 07:00:00,4195.97,112600.0
2025-09-22 08:00:00,4199.07,112780.0
2025-09-22 09:00:00,4151.35,112400.0
2025-09-22 10:00:00,4185.57,112912.0
2025-09-22 11:00:00,4184.47,112957.1
2025-09-22 12:00:00,4195.47,112825.1
2025-09-22 13:00:00,4209.62,113189.9
2025-09-22 14:00:00,4193.3,113040.1
2025-09-22 15:00:00,4170.46,112925.0
2025-09-22 16:00:00,4169.79,112701.3
2025-09-22 17:00:00,4167.67,112450.1
2025-09-22 18:00:00,4160.91,112527.3
2025-09-22 19:00:00,4137.3,112183.1
2025-09-22 20:00:00,4185.27,112836.6
2025-09-22 21:00:00,4201.37,113000.0
2025-09-22 22:00:00,4194.57,112735.7
2025-09-22 23:00:00,4203.07,112747.8
2025-09-23 00:00:00,4194.85,112510.3
2025-09-23 01:00:00,4167.58,112249.8
2025-09-23 02:00:00,4148.85,111951.0
2025-09-23 03:00:00,4191.18,112389.1
2025-09-23 04:00:00,4180.12,112500.0
2025-09-23 05:00:00,4185.09,112741.7
2025-09-23 06:00:00,4208.66,113056.0
2025-09-23 07:00:00,4207.73,113091.1
2025-09-23 08:00:00,4211.12,113174.9
2025-09-23 09:00:00,4196.61,112979.4
2025-09-23 10:00:00,4195.14,113032.9
2025-09-23 11:00:00,4195.12,113040.2
2025-09-23 12:00:00,4198.95,113000.0
2025-09-23 13:00:00,4188.99,113000.0
2025-09-23 14:00:00,4176.7,112750.1
2025-09-23 15:00:00,4184.01,112899.7
2025-09-23 16:00:00,4196.42,112870.8
2025-09-23 17:00:00,4152.66,112087.6
